Title,Title_Transliterated,Author,Subject,Date,PDF_URL
من وحي البلد الأمين,Min waḥy al-balad al-amīn,"['Najjār, Muḥammad al-Ṭayyib, author.']","[['Islam'], ['Islamic ethics'], ['Islam and social problems']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002184/aub_aco002184_lo.pdf
معالم الطريق الى الله :,Maʻālim al-ṭarīq ilá Allāh,"['Munūfī, al-Sayyid Maḥmūd Abū al-Fayḍ, author.']","[['Islam'], ['Sufism']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002183/aub_aco002183_lo.pdf
الإسلام وأنصاره العقلاء :,al- Islām wa-anṣāruhu al-ʻuqalāʼ,"['Labābīdī, Muḥammad Rafīq, author.']","[['Islam'], ['Islam and science'], ['Islamic ethics']]",1926,http://mc.dlib.nyu.edu/files/books/aub_aco002182/aub_aco002182_lo.pdf
آراء حرة v.1,Ārāʼ ḥurrah v.1,"['Qīshāwī, ʻAbd Allāh, author.']","[[""Qur'an"", 'Hermeneutics'], ['Islam'], ['Islam', 'Doctrines']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002181/aub_aco002181_lo.pdf
محاضرات إسلامية من الإذاعة اللاسلكية :,Muḥāḍarāt Islāmīyah min al-idhāʻah al-lāsilkīyah,"['Judaylī, Muḥammad ʻAbd al-Raḥmān, author.']","[['Islam'], ['Islamic law'], ['Islam', 'Doctrines']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco002180/aub_aco002180_lo.pdf
من معالم الحق,Min maʻālim al-ḥaqq,"['Ghazālī, Muḥammad, 1917-1996, author.']","[['Islam', '20th century'], ['Islamic philosophy']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002179/aub_aco002179_lo.pdf
في موكب الدعوة,Fī mawkib al-daʻwah,"['Ghazālī, Muḥammad, 1917-1996, author.']","[['Islam'], ['Daʻwah (Islam)']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002178/aub_aco002178_lo.pdf
الإسلام وتطورات العالم,al- Islām wa-taṭawwurāt al-ʻālam,"['Alwāʼī, Muḥyī al-Dīn, author.']","[['Islam'], ['Islamic renewal']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002177/aub_aco002177_lo.pdf
المعجم : v.1,al- Muʻjam v.1,"['ʻAlāyilī, ʻAbd Allāh, compiler.']","[['Arabic language', 'Dictionaries'], ['Encyclopedias and dictionaries, Arabic']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002174/aub_aco002174_lo.pdf
فهرس الكتاب المقدس :,Fihris al-Kitāb al-Muqaddas,"['Post, George E. (George Edward), 1838-1909, compiler.']","[['Bible', 'Indexes']]",1930,http://mc.dlib.nyu.edu/files/books/aub_aco002172/aub_aco002172_lo.pdf
دليل شركة مصايف لبنان عن سنة 1924.,Dalīl sharikat maṣāyif Lubnān ʻan sanat 1924,['n.a.'],"[['Lebanon', 'Description and travel', 'Guidebooks']]",1924,http://mc.dlib.nyu.edu/files/books/aub_aco002171/aub_aco002171_lo.pdf
فهرس القوانين والأنظمة : v.3,Fihris al-Qawānīn wa-al-anẓimah v.3,"['Anṭākī, Jūrj, compiler.']","[['Law', 'Syria', 'Indexes'], ['Law', 'Turkey', 'Indexes']]",1944,http://mc.dlib.nyu.edu/files/books/aub_aco002168/aub_aco002168_lo.pdf
فهرس القوانين والأنظمة : v.2,Fihris al-Qawānīn wa-al-anẓimah v.2,"['Anṭākī, Jūrj, compiler.']","[['Law', 'Syria', 'Indexes'], ['Law', 'Turkey', 'Indexes']]",1944,http://mc.dlib.nyu.edu/files/books/aub_aco002167/aub_aco002167_lo.pdf
فهرس القوانين والأنظمة : v.1,Fihris al-Qawānīn wa-al-anẓimah v.1,"['Anṭākī, Jūrj, compiler.']","[['Law', 'Syria', 'Indexes'], ['Law', 'Turkey', 'Indexes']]",1944,http://mc.dlib.nyu.edu/files/books/aub_aco002166/aub_aco002166_lo.pdf
كتاب النفس,Kitāb al-Nafs,"['Aristotle, author.', 'Ahwānī, Aḥmad Fu’ād, -1970, translator.', 'Anawati, Georges C., 1905-1994, reviewer.']","[['Self (Philosophy)', 'Early works to 1800'], ['Philosophy, Ancient', 'Early works to 1800'], ['Psychology', 'Early works to 1800']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco002155/aub_aco002155_lo.pdf
الفارابي,al- Fārābī,"['Faraḥ, Ilyās, author.']","[['Fārābī', 'Criticism and interpretation'], ['Islamic philosophy']]",1937,http://mc.dlib.nyu.edu/files/books/aub_aco002153/aub_aco002153_lo.pdf
في الفلسفة الإسلامية :,Fī al-falsafah al-Islāmīyah,"['Madkūr, Ibrāhīm, author.']","[['Islamic philosophy'], ['Philosophy, Medieval']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco002151/aub_aco002151_lo.pdf
إعترافات الغزالي، أو، كيف أرخ الغزالي نفسه,"Iʻtirāfāt al-Ghazālī, aw, kayfa arrakha al-Ghazālī nafsah","['Anṣārī, ʻAbd al-Dāyim Abū al-ʻAṭā al-Baqarī, author.']","[['Ghazzali', '1058-1111'], ['Muslim philosophers', 'Biography'], ['Islamic philosophy', 'Early works to 1800']]",1943,http://mc.dlib.nyu.edu/files/books/aub_aco002150/aub_aco002150_lo.pdf
أثر الفلسفة الإسلامية في الفلسفة الأوروبية,Athar al-falsafah al-Islāmīyah fī al-falsafah al-Ūrūbbīyah,"['Farrūkh, ʻUmar, 1906-1987, author.']","[['Islamic philosophy'], ['Philosophy, Arab', 'Influence', 'Philosophy, Medieval']]",1943,http://mc.dlib.nyu.edu/files/books/aub_aco002148/aub_aco002148_lo.pdf
إبن باجة والفلسفة المغربية,Ibn Bājjah wa-al-falsafah al-Maghribīyah,"['Farrūkh, ʻUmar, 1906-1987, author.']","[['Avempace', '1138 or 1139'], ['Islamic philosophy'], ['Philosophy, Arab']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002147/aub_aco002147_lo.pdf
إحصاء العلوم,Iḥṣā’ al-ʻulūm,"['Fārābī, author.', 'Amīn, ʻUthmān, compiler.']","[['Classification of sciences'], ['Islamic philosophy']]",1931,http://mc.dlib.nyu.edu/files/books/aub_aco002143/aub_aco002143_lo.pdf
الجانب الإلهي من التفكير الإسلامي v.1,al- Jānib al-ilāhī min al-tafkīr al-Islāmī v.1,"['Bahī, Muḥammad, author.']","[['God'], ['Islamic philosophy'], ['Islam', 'Doctrines']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco002140/aub_aco002140_lo.pdf
العقل في الإسلام,al- ʻAql fī al-Islām,"['ʻAzqūl, Karīm, author.']","[['Faith and reason', 'Islam'], ['Islam and reason'], ['Islamic philosophy']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco002139/aub_aco002139_lo.pdf
مجمع الزوائد ومنبع الفوائد v.5-6,Majmaʻ al-zawāʼid wa-manbaʻ al-fawāʼid v.5-6,"['Haythamī, Nūr al-Dīn ʻAlī ibn Abī Bakr, 1335-1405']",[['Hadith']],1933,http://mc.dlib.nyu.edu/files/books/columbia_aco003442/columbia_aco003442_lo.pdf
حاشية على متن السنسية.,Hashiyah ala Matn al-Sanusiyah,"['Bājūrī, Ibrāhīm ibn Muḥammad, 1783 or 1784-1860', 'Anbābī, Muḥammad ibn Muḥammad, 1824 or 1825-1895 or 1896']","[['Sanūsī, Muḥammad ibn Yūsuf', 'approximately 1427-approximately 1490', 'ʻAqidat ahl al-tawḥīd wa-al-tashdīd'], ['Islam', 'Doctrines']]",1905,http://mc.dlib.nyu.edu/files/books/columbia_aco003432/columbia_aco003432_lo.pdf
كتاب طراز المجالس,Kitāb ṭirāz al-majālis,"['Khafājī, Aḥmad ibn Muḥammad, 1571 or 1572-1659']",[['Arabic literature']],1900,http://mc.dlib.nyu.edu/files/books/columbia_aco003428/columbia_aco003428_lo.pdf
رسالة في العقل,Risālat fīʼl-ʻaql,"['Fārābī.', 'Bouyges, Maurice.']","[['Intellect'], ['Learning and scholarship']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003424/columbia_aco003424_lo.pdf
المثل السائر في ادب الكاتب والشاعر,al- Mathal al-sāʼir fī adab al-kātib wa-al-shāʻir,"['Ibn al-Athīr, Ḍiyāʼ al-Dīn Naṣr Allāh ibn Muḥammad, 1163-1239, author.']","[['Arabic language', 'Grammar', 'Early works to 1800'], ['Arabic language', 'Grammar']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco003423/columbia_aco003423_lo.pdf
كتاب القواعد الجلية في علم العربية v.2,Kitāb al-qawāʻid al-jalīyah fī ʻilm al-ʻArabīyah v.2,"['Iddah, Jibrāʼīl.']","[['Arabic language', 'Grammar']]",1889,http://mc.dlib.nyu.edu/files/books/columbia_aco003422/columbia_aco003422_lo.pdf
كتاب القواعد الجلية في علم العربية v.1,Kitāb al-qawāʻid al-jalīyah fī ʻilm al-ʻArabīyah v.1,"['Iddah, Jibrāʼīl.']","[['Arabic language', 'Grammar']]",1889,http://mc.dlib.nyu.edu/files/books/columbia_aco003421/columbia_aco003421_lo.pdf
تاج العروس من جواهر القاموس. v.9-10,Taj al-ʻarūs min jawāhir al-Qāmūs v.9-10,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003419/columbia_aco003419_lo.pdf
تاج العروس من جواهر القاموس. v.6,Taj al-ʻarūs min jawāhir al-Qāmūs v.6,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003418/columbia_aco003418_lo.pdf
تاج العروس من جواهر القاموس. v.5,Taj al-ʻarūs min jawāhir al-Qāmūs v.5,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003417/columbia_aco003417_lo.pdf
تاج العروس من جواهر القاموس. v.4,Taj al-ʻarūs min jawāhir al-Qāmūs v.4,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003416/columbia_aco003416_lo.pdf
تاج العروس من جواهر القاموس. v.3,Taj al-ʻarūs min jawāhir al-Qāmūs v.3,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003415/columbia_aco003415_lo.pdf
تاج العروس من جواهر القاموس. v.2,Taj al-ʻarūs min jawāhir al-Qāmūs v.2,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003414/columbia_aco003414_lo.pdf
تاج العروس من جواهر القاموس. v.1,Taj al-ʻarūs min jawāhir al-Qāmūs v.1,"['Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003413/columbia_aco003413_lo.pdf
‏كتاب المخصص /‏ v.1-4,Kitāb al-mukhaṣṣaṣ v.1-4,"['Ibn Sīdah, ʻAlī ibn Ismāʻīl, 1007-1066']","[['Arabic language', 'Dictionaries'], ['Arabic language']]",1898,http://mc.dlib.nyu.edu/files/books/columbia_aco003412/columbia_aco003412_lo.pdf
الفروق اللغوية,al- Furūq al-lughawīyah,"['ʻAskarī, Abū Hilāl al-Ḥasan ibn ʻAbd Allāh.']","[['Arabic language', 'Synonyms and antonyms'], ['Arabic language', 'Semantics']]",1934,http://mc.dlib.nyu.edu/files/books/columbia_aco003410/columbia_aco003410_lo.pdf
المجهولون في الكتاب :,al- Majhūlūn fī al-Kitāb,"['Elder, Earl Edgar, 1887-', 'Saʻīd, Ḥabīb.']",[['Evangelists']],1900,http://mc.dlib.nyu.edu/files/books/columbia_aco003399/columbia_aco003399_lo.pdf
اعلام المقتطف :,Aʻlām al-Muqtaṭaf,['n.a.'],"[['Scientists', 'Biography'], ['Explorers', 'Biography'], ['Travelers', 'Biography'], ['Explorers'], ['Scientists'], ['Travelers']]",1925,http://mc.dlib.nyu.edu/files/books/columbia_aco003395/columbia_aco003395_lo.pdf
الامام مصطفى صادق الرافعي,al- Imām Muṣṭafá Ṣādiq al-Rāfiʻī,"['Badrī, Muṣṭafá Nuʻmān, 1934-', 'Atharī, Muḥammad Bahjat.']","[['Rāfiʻī, Muṣṭafá Ṣādiq', '-1937'], ['Authors, Arab', 'Egypt', 'Biography'], ['Authors, Arab'], ['Egypt']]",1968,http://mc.dlib.nyu.edu/files/books/columbia_aco003394/columbia_aco003394_lo.pdf
الديوان : v.3,al- Dīwān v.3,"['ʻAqqād, ʻAbbās Maḥmūd, 1889-1964', 'Māzinī, Ibrāhīm ʻAbd al-Qādir, 1889-1949', 'Wakīl, al-ʻAwaḍī.']",[['Arabic literature']],1921,http://mc.dlib.nyu.edu/files/books/columbia_aco003393/columbia_aco003393_lo.pdf
عقلاء المجانين,ʻUqalāʼ al-majānūn,"['Nīsābūrī, al-Ḥasan ibn Muḥammad, -1015 or 1016', 'Baḥr al-ʻUlūm, Muḥammad ibn ʻAlī.']","[['Tales, Arabic']]",1968,http://mc.dlib.nyu.edu/files/books/columbia_aco003391/columbia_aco003391_lo.pdf
اسماع المساعد واقماع المعاند بترغيب الشارع في قرآة القرآن جماعة في المساجد,Ismāʻ al-musāʻid wa-iqmāʻ al-muʻānid bi-targhīb al-shāriʻ fī qirāʼat al-Qurʼān jamāʻah fī al-masājid,"['Azmūrī, ʻAmr al-Kumaytī.']","[['Qurʼan', 'Recitation'], ['Qurʼan'], ['Islam']]",1936,http://mc.dlib.nyu.edu/files/books/columbia_aco003386/columbia_aco003386_lo.pdf
النظام السعودي في ميزان الاسلام.,al- Niẓām al-Saʻūdī fī mīzān al-Islām,['n.a.'],"[['Islam and state', 'Saudi Arabia'], ['Islam and state'], ['Saudi Arabia']]",1982,http://mc.dlib.nyu.edu/files/books/columbia_aco003384/columbia_aco003384_lo.pdf
القول المنجي على مولد البرزنجي,al- Qawl al-Munjī ʻalá Mawlid al-Barzanjī,"['ʻIllaysh, Muḥammad ibn Aḥmad, 1802-1882']","[['Barzanjī, Jaʻfar ibn Ḥasan', '-1763 or 1764', 'Mawlid al-Nabī']]",1905,http://mc.dlib.nyu.edu/files/books/columbia_aco003382/columbia_aco003382_lo.pdf
المدحة الكبرى من الكلام القديم في حق سيدنا محمد المصطفى,al- Midḥah al-kubrá min al-kalām al-qadīm fī ḥaqq Sayyidinā Muḥammad al-Muṣṭafá,"['Pīr Muḥammad Didih, Zayn al-Dīn ibn Muṣṭafá, 1640-1734']","[['Prophet', 'Muḥammad', '-632']]",1883,http://mc.dlib.nyu.edu/files/books/columbia_aco003383/columbia_aco003383_lo.pdf
شرح التصريح v.2,Sharḥ al-Taṣrīḥ v.2,"['Azharī, Khālid ibn ʻAbd Allāh, -1499']","[['Ibn Hishām, ʻAbd Allāh ibn Yūsuf', '1309-1360', 'Awḍaḥ al-masālik ilá Alfīyat Ibn Mālik'], ['Awḍaḥ al-masālik ilá Alfīyat Ibn Mālik (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)'], ['Arabic language', 'Grammar']]",1907,http://mc.dlib.nyu.edu/files/books/columbia_aco003381/columbia_aco003381_lo.pdf
شرح التصريح v.1,Sharḥ al-Taṣrīḥ v.1,"['Azharī, Khālid ibn ʻAbd Allāh, -1499']","[['Ibn Hishām, ʻAbd Allāh ibn Yūsuf', '1309-1360', 'Awḍaḥ al-masālik ilá Alfīyat Ibn Mālik'], ['Awḍaḥ al-masālik ilá Alfīyat Ibn Mālik (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)'], ['Arabic language', 'Grammar']]",1907,http://mc.dlib.nyu.edu/files/books/columbia_aco003380/columbia_aco003380_lo.pdf
كتاب الإيمان,Kitāb al-ʼīmān,"['Ibn Taymīyah, Aḥmad ibn ʻAbd al-Ḥalīm, 1263-1328', 'Ḥalabī, Muḥammad Badr al-Dīn al-Naʻsānī.']",[['Faith (Islam)']],1907,http://mc.dlib.nyu.edu/files/books/columbia_aco003378/columbia_aco003378_lo.pdf
هذا كتاب الشفا بتعريف حقوق المصطفى,Hadha kitāb al-shifāʼ bi-taʻrīf ḥuqūq al-muṣṭafá,"['ʻIyāḍ ibn Mūsá, 1083-1149']","[['Prophet', 'Muḥammad', '-632'], ['Prophet', 'Muhammad', '-632'], ['Religious life', 'Islam', 'Early works to 1800'], ['Religious life', 'Islam']]",1900,http://mc.dlib.nyu.edu/files/books/columbia_aco003379/columbia_aco003379_lo.pdf
حاشية العلامة السجاعي على شرح ابن عقيل على متن الفية ابن مالك في علم العربية,Ḥāshiyat al-ʻallāmah al-Sujāʻī ʻalá sharḥ Ibn ʻAqīl ʻalá matn Alfīyat Ibn Mālik fī ʻilm al-ʻArabīyah,"['Sujāʻī, Aḥmad ibn Aḥmad, -1783?']","[['Ibn ʻAqīl, ʻAbd Allāh ibn ʻAbd al-Raḥmān', '1294?-1367', 'Sharḥ Ibn ʻAqīl ʻalá Alfīyat Ibn Mālik']]",1888,http://mc.dlib.nyu.edu/files/books/columbia_aco003377/columbia_aco003377_lo.pdf
مراقي الفلاح :,Marāqī al-falāḥ,"['Shurunbulālī, Ḥasan ibn ʻAmmār, 1585 or 1586-1659', 'Shurunbulālī, Ḥasan ibn ʻAmmār, 1585 or 1586-1659']","[['Shurunbulālī, Ḥasan ibn ʻAmmār', '1585 or 1586-1659', 'Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah'], ['Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah (Shurunbulalī, Ḥasan ibn ʻAmmār)'], ['Islamic law'], ['Hanafites']]",1938,http://mc.dlib.nyu.edu/files/books/columbia_aco003376/columbia_aco003376_lo.pdf
المخارج في الحيل,al- Makhārij fī al-ḥiyal,"['Shaybānī, Muḥammad ibn al-Ḥasan, approximately 750-804 or 805', 'Schacht, Joseph, 1902-1969']","[['Fatwas'], ['Hanafites']]",1968,http://mc.dlib.nyu.edu/files/books/columbia_aco003375/columbia_aco003375_lo.pdf
في صحراء ليبيا v.1,Fī ṣaḥrāʼ Lībiyā v.1,"['Ḥasanayn, Aḥmad Muḥammad, 1889-1946', 'Ball, John, 1872-1941']","[['Travel'], ['Libya', 'Description and travel'], ['Libya']]",,http://mc.dlib.nyu.edu/files/books/columbia_aco003373/columbia_aco003373_lo.pdf
الجمانة العثمانية,al- Jumānah al-ʻUthmānīyah,"['Khawlī, Jirjis.']","[['Islamic civilization', 'Western influences'], ['Islam', 'Relations', 'Christianity'], ['Christianity and other religions', 'Islam'], ['Christianity'], ['Civilization'], ['Interfaith relations'], ['Islam'], ['Turkey', 'Civilization'], ['Turkey']]",1898,http://mc.dlib.nyu.edu/files/books/columbia_aco003370/columbia_aco003370_lo.pdf
الرسالة القشيرية في علم التصوف,Risālah al-Qushayrīyah fī ʻilm al-taṣawwuf,"['Qushayrī, ʻAbd al-Karīm ibn Hawāzin, 986-1072', 'Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520']","[['Sufism', 'Early works to 1800'], ['Sufism']]",1912,http://mc.dlib.nyu.edu/files/books/columbia_aco003366/columbia_aco003366_lo.pdf
كتاب فتح الملك العلام في بشائر دين الاسلام,Kitāb Fatḥ al-Malik al-ʻAllām fī bashā'ir dīn al-Islām,"['Tarjumān, Aḥmad.', 'Ḥabīb, Muḥammad Afandī.']","[['Bible', 'Prophecies'], ['Bible'], ['Islam', 'Relations', 'Judaism'], ['Judaism', 'Relations', 'Islam'], ['Islam', 'Relations', 'Christianity'], ['Christianity and other religions', 'Islam'], ['Islam', 'Apologetic works'], ['Christianity'], ['Interfaith relations'], ['Islam'], ['Judaism']]",1904,http://mc.dlib.nyu.edu/files/books/columbia_aco003364/columbia_aco003364_lo.pdf
صحيح سنن المصطفى,Ṣaḥīḥ sunan al-Muṣṭafā,"['Abū Dāʼūd Sulaymān ibn al-Ashʻath al-Sijistānī, 817 or 818-889']",[['Sunna']],1929,http://mc.dlib.nyu.edu/files/books/columbia_aco003363/columbia_aco003363_lo.pdf
كتاب النتيجة العصرية من المطارحات القرآنية,Kitāb al-Natījah al-ʻaṣrīyah min al-muṭāraḥāt al-Qurʼānīyah,"['ʻAbd al-Fādī, ʻAbd Allāh.']","[['Qurʼan'], ['Qurʼan', 'Language, style'], ['Islam', 'Relations', 'Christianity'], ['Christianity'], ['Interfaith relations'], ['Islam']]",1925,http://mc.dlib.nyu.edu/files/books/columbia_aco003362/columbia_aco003362_lo.pdf
كتاب الجلالين في تفسير القرآن العظيم,Kitāb al-Jalālayn fī tafsīr al-Qurʼān al-ʻaẓīm,"['Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459', 'Suyūṭī, 1445-1505, author.', 'Najl, Muḥammad Hāshim.', 'Sharqāwī, Muḥammad al-Shaḥḥāt.']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1880,http://mc.dlib.nyu.edu/files/books/columbia_aco003361/columbia_aco003361_lo.pdf
[تقارير] مؤتمر الادارة العامة العربي، 1954,"[Taqārīr] Muʼtamar al-Idārah al-ʻĀmmah al-ʻArabī, 1954",['n.a.'],"[['Public administration', 'Arab countries', 'Congresses']]",1954,http://mc.dlib.nyu.edu/files/books/columbia_aco003359/columbia_aco003359_lo.pdf
احلاف ام اشراك ... ؟!,Aḥlāf am ashrāk ...?!,"['Ḥannā, Jūrj.']","[['Nationalism', 'Middle East'], ['Nationalism'], ['Politics and government'], ['Middle East', 'Politics and government'], ['Middle East']]",1955,http://mc.dlib.nyu.edu/files/books/columbia_aco003357/columbia_aco003357_lo.pdf
القبائل الرحل في العراق، وسياسة توطينهم واهم مشروعاته القائمة و المقترحة,"al- Qabāʼil al-ruḥḥal fī al-ʻIrāq, wasiyāsat tawṭīnihim wa-ahamm mashrūʻātih al-qāʼimah wa al-muqtaraḥah","['ʻAraym, ʻAbd-al-Jabbār.']","[['Bedouins', 'Iraq'], ['Bedouins', 'Sedentarization', 'Iraq']]",1965,http://mc.dlib.nyu.edu/files/books/columbia_aco003356/columbia_aco003356_lo.pdf
الكشاف عن حقائق التنزيل وعيون الاقاويل في وجوه التأويل v.2,al- Kashshāf ʻan ḥaqāʼiq al-tanzīl wa-ʻuyūn al-aqāwil fī wujūh al-taʼwīl v.2,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144', 'Jurjānī, ʻAlī ibn Muḥammadal-Sayyid al-Sharīf, 1340-1413', 'Ibn al-Munayyir, Aḥmad ibn Muḥammad, 1223-1284', 'Muḥibb al-Dīn, Muḥammad ibn Abī Bakr, 1542 or 1543-1607 or 1608']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1890,http://mc.dlib.nyu.edu/files/books/columbia_aco003353/columbia_aco003353_lo.pdf
الكشاف عن حقائق التنزيل وعيون الاقاويل في وجوه التأويل v.1,al- Kashshāf ʻan ḥaqāʼiq al-tanzīl wa-ʻuyūn al-aqāwil fī wujūh al-taʼwīl v.1,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144', 'Jurjānī, ʻAlī ibn Muḥammadal-Sayyid al-Sharīf, 1340-1413', 'Ibn al-Munayyir, Aḥmad ibn Muḥammad, 1223-1284', 'Muḥibb al-Dīn, Muḥammad ibn Abī Bakr, 1542 or 1543-1607 or 1608']","[['Qurʼan', 'Commentaries'], ['Qurʼan']]",1890,http://mc.dlib.nyu.edu/files/books/columbia_aco003352/columbia_aco003352_lo.pdf
كتاب غاية الاماني في الرد على النبهاني,Kitāb ghāyat al-Amānī fī al-radd ʻalá al-Nabhānī,"['Ālūsī, Maḥmūd Shukrī, 1857-1924', 'Nabhānī, Yūsuf ibn Ismāʻīl, 1849 or 1850-1932']","[['Nabhānī, Yūsuf ibn Ismāʻīl', '1849 or 1850-1932', 'Shawāhid al-ḥaqq fī al-istighāthah bi-Sayyid al-Khalq'], ['Shawāhid al-ḥaqq fī al-istighāthah bi-Sayyid al-Khalq (Nabhānī, Yūsuf ibn Ismāʻīl)'], ['Wahhābīyah', 'Apologetic works'], ['Wahhābīyah']]",1907,http://mc.dlib.nyu.edu/files/books/columbia_aco003348/columbia_aco003348_lo.pdf
السراج الوهاج شرح على متن المنهاج لشرف الدين يحيى النووي,Al- Sirāj al-wahhāj sharḥ ʻalá Matn al-minhāj li-Sharaf al-Dīn Yaḥyá al-Nawawī,"['Ghamrāwī, Muḥammad al-Zahrī.', 'Nawawī, 1233-1277']","[['Nawawī', '1233-1277', 'Minhāj l-ṭālibīn'], ['Islamic law'], ['Shafiites']]",1933,http://mc.dlib.nyu.edu/files/books/columbia_aco003346/columbia_aco003346_lo.pdf
الجزء الثاني من أخبار مصر,al- Juzʼ al-thānī min akhbār Miṣr,"['Ibn Muyassar, -1278', 'Massé, Henri, 1886-1969, editor.']",[['Fatimites']],1919,http://mc.dlib.nyu.edu/files/books/columbia_aco003345/columbia_aco003345_lo.pdf
اللزوميات. v.2,al- Luzūmīyāt v.2,"['Abū al-ʻAlāʼ al-Maʻarrī, 973-1057']","[['Abū al-ʻAlāʼ al-Maʻarrī', '973-1057', 'Luzūmīyāt']]",1930,http://mc.dlib.nyu.edu/files/books/columbia_aco003343/columbia_aco003343_lo.pdf
تلخيص البيان في مجازات القرآن,Talkhīṣ al-bayān fī mujāzāt al-Qurʼān,"['Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016', 'Ḥasan, Muḥammad ʻAbd al-Ghanī.']","[['Qurʼan', 'Language, style'], ['Qurʼan']]",1955,http://mc.dlib.nyu.edu/files/books/columbia_aco003341/columbia_aco003341_lo.pdf
اعجاز القرآن,Iʻjāz al-Qurʼān,"['Bāqillānī, Muḥammad ibn al-Ṭayyib, -1013']",[['Qurʼan']],1930,http://mc.dlib.nyu.edu/files/books/columbia_aco003340/columbia_aco003340_lo.pdf
الكشاف عن حقائق غوامض التنزيل وعيون الاقاويل في وجوه التأويل : v.4,al- Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh al-taʼwīl v.4,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144']","[['Qurʼan', 'Commentaries']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco003339/columbia_aco003339_lo.pdf
الكشاف عن حقائق غوامض التنزيل وعيون الاقاويل في وجوه التأويل : v.3,al- Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh al-taʼwīl v.3,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144']","[['Qurʼan', 'Commentaries']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco003338/columbia_aco003338_lo.pdf
الكشاف عن حقائق غوامض التنزيل وعيون الاقاويل في وجوه التأويل : v.2,al- Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh al-taʼwīl v.2,"['Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144']","[['Qurʼan', 'Commentaries']]",1935,http://mc.dlib.nyu.edu/files/books/columbia_aco003337/columbia_aco003337_lo.pdf
